DEBUG: 2021-12-05 19:44:30,113 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:22:50,719 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:22:50,828 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
WARNING: 2021-12-06 20:22:50,844  * Debugger is active!
INFO: 2021-12-06 20:22:50,847  * Debugger PIN: 734-627-899
INFO: 2021-12-06 20:22:50,918  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
INFO: 2021-12-06 20:23:06,676 127.0.0.1 - - [06/Dec/2021 20:23:06] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-06 20:23:06,758 127.0.0.1 - - [06/Dec/2021 20:23:06] "[36mGET /static/images/cvd.jpg HTTP/1.1[0m" 304 -
INFO: 2021-12-06 20:23:33,644  * Detected change in 'C:\\Users\\reube\\PycharmProjects\\coursework_project_dec2021\\user_interface.py', reloading
INFO: 2021-12-06 20:23:33,711  * Restarting with stat
DEBUG: 2021-12-06 20:23:34,288 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-06 20:23:34,759 https://newsapi.org:443 "GET /v2/top-headlines?q=Covid&language=en&country=gb HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:23:34,769 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-06 20:23:35,028 https://newsapi.org:443 "GET /v2/everything?q=coronavirus%20covid-19%20covid&from=2021-12-06&sortBy=popularity&apiKey=ecbdfbfe82f94e44a2cb69d8c3f0e310 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:23:35,695 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:23:35,833 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:23:35,842 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:23:35,957 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG: 2021-12-06 20:23:35,970 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:23:36,094 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:23:36,108 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:23:36,248 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
WARNING: 2021-12-06 20:23:36,265  * Debugger is active!
INFO: 2021-12-06 20:23:36,268  * Debugger PIN: 734-627-899
INFO: 2021-12-06 20:23:36,343  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
INFO: 2021-12-06 20:23:49,867 127.0.0.1 - - [06/Dec/2021 20:23:49] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-06 20:23:49,902 127.0.0.1 - - [06/Dec/2021 20:23:49] "[36mGET /static/images/cvd.jpg HTTP/1.1[0m" 304 -
INFO: 2021-12-06 20:24:00,506 News update for fdgdgdfd has been scheduled
INFO: 2021-12-06 20:24:00,506 Covid update for fdgdgdfd has been scheduled
INFO: 2021-12-06 20:24:00,508 127.0.0.1 - - [06/Dec/2021 20:24:00] "GET /index?update=20%3A24&two=fdgdgdfd&covid-data=covid-data&news=news HTTP/1.1" 200 -
INFO: 2021-12-06 20:24:00,552 127.0.0.1 - - [06/Dec/2021 20:24:00] "[36mGET /static/images/cvd.jpg HTTP/1.1[0m" 304 -
INFO: 2021-12-06 20:25:00,630 127.0.0.1 - - [06/Dec/2021 20:25:00] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-06 20:25:00,665 127.0.0.1 - - [06/Dec/2021 20:25:00] "[36mGET /static/images/cvd.jpg HTTP/1.1[0m" 304 -
INFO: 2021-12-06 20:25:11,894 127.0.0.1 - - [06/Dec/2021 20:25:11] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-06 20:25:11,920 127.0.0.1 - - [06/Dec/2021 20:25:11] "[36mGET /static/images/cvd.jpg HTTP/1.1[0m" 304 -
INFO: 2021-12-06 20:25:31,849  * Detected change in 'C:\\Users\\reube\\PycharmProjects\\coursework_project_dec2021\\user_interface.py', reloading
INFO: 2021-12-06 20:25:31,916  * Restarting with stat
DEBUG: 2021-12-06 20:25:32,515 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-06 20:25:32,718 https://newsapi.org:443 "GET /v2/top-headlines?q=Covid&language=en&country=gb HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:25:32,723 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-06 20:25:32,924 https://newsapi.org:443 "GET /v2/everything?q=coronavirus%20covid-19%20covid&from=2021-12-06&sortBy=popularity&apiKey=ecbdfbfe82f94e44a2cb69d8c3f0e310 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:25:33,420 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:25:33,597 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:25:33,604 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:25:33,894 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG: 2021-12-06 20:25:33,901 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:25:34,033 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:25:34,050 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:25:34,377 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
WARNING: 2021-12-06 20:25:34,452  * Debugger is active!
INFO: 2021-12-06 20:25:34,471  * Debugger PIN: 734-627-899
INFO: 2021-12-06 20:25:34,695  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
INFO: 2021-12-06 20:25:37,305 127.0.0.1 - - [06/Dec/2021 20:25:37] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-06 20:25:37,335 127.0.0.1 - - [06/Dec/2021 20:25:37] "[36mGET /static/images/cvd.jpg HTTP/1.1[0m" 304 -
INFO: 2021-12-06 20:25:44,405 News update for hi has been scheduled
INFO: 2021-12-06 20:25:44,406 Covid update for hi has been scheduled
INFO: 2021-12-06 20:25:44,407 127.0.0.1 - - [06/Dec/2021 20:25:44] "GET /index?update=20%3A26&two=hi&covid-data=covid-data&news=news HTTP/1.1" 200 -
INFO: 2021-12-06 20:25:44,462 127.0.0.1 - - [06/Dec/2021 20:25:44] "[36mGET /static/images/cvd.jpg HTTP/1.1[0m" 304 -
INFO: 2021-12-06 20:26:44,524 127.0.0.1 - - [06/Dec/2021 20:26:44] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-06 20:26:44,580 127.0.0.1 - - [06/Dec/2021 20:26:44] "[36mGET /static/images/cvd.jpg HTTP/1.1[0m" 304 -
INFO: 2021-12-06 20:26:48,189 127.0.0.1 - - [06/Dec/2021 20:26:48] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-06 20:26:48,223 127.0.0.1 - - [06/Dec/2021 20:26:48] "[36mGET /static/images/cvd.jpg HTTP/1.1[0m" 304 -
INFO: 2021-12-06 20:26:52,536 127.0.0.1 - - [06/Dec/2021 20:26:52] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-06 20:26:52,568 127.0.0.1 - - [06/Dec/2021 20:26:52] "[36mGET /static/images/cvd.jpg HTTP/1.1[0m" 304 -
INFO: 2021-12-06 20:27:08,100  * Detected change in 'C:\\Users\\reube\\PycharmProjects\\coursework_project_dec2021\\user_interface.py', reloading
INFO: 2021-12-06 20:27:08,183  * Restarting with stat
DEBUG: 2021-12-06 20:27:08,897 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-06 20:27:09,108 https://newsapi.org:443 "GET /v2/top-headlines?q=Covid&language=en&country=gb HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:27:09,116 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-06 20:27:09,627 https://newsapi.org:443 "GET /v2/everything?q=coronavirus%20covid-19%20covid&from=2021-12-06&sortBy=popularity&apiKey=ecbdfbfe82f94e44a2cb69d8c3f0e310 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:27:20,769 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-06 20:27:21,237 https://newsapi.org:443 "GET /v2/top-headlines?q=Covid&language=en&country=gb HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:27:21,245 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-06 20:27:21,432 https://newsapi.org:443 "GET /v2/everything?q=coronavirus%20covid-19%20covid&from=2021-12-06&sortBy=popularity&apiKey=ecbdfbfe82f94e44a2cb69d8c3f0e310 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:27:22,001 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:27:22,185 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:27:22,194 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:27:22,454 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG: 2021-12-06 20:27:22,461 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:27:22,596 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:27:22,604 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:27:22,876 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-06 20:27:22,893  * Restarting with stat
DEBUG: 2021-12-06 20:27:23,473 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-06 20:27:23,900 https://newsapi.org:443 "GET /v2/top-headlines?q=Covid&language=en&country=gb HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:27:23,905 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-06 20:27:24,087 https://newsapi.org:443 "GET /v2/everything?q=coronavirus%20covid-19%20covid&from=2021-12-06&sortBy=popularity&apiKey=ecbdfbfe82f94e44a2cb69d8c3f0e310 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:27:24,468 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:27:24,579 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:27:24,586 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:27:24,700 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG: 2021-12-06 20:27:24,709 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:27:24,871 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:27:24,878 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:27:25,001 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
WARNING: 2021-12-06 20:27:25,018  * Debugger is active!
INFO: 2021-12-06 20:27:25,021  * Debugger PIN: 734-627-899
INFO: 2021-12-06 20:27:25,095  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
INFO: 2021-12-06 20:27:37,875 127.0.0.1 - - [06/Dec/2021 20:27:37] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-06 20:27:37,902 127.0.0.1 - - [06/Dec/2021 20:27:37] "[36mGET /static/images/cvd.jpg HTTP/1.1[0m" 304 -
INFO: 2021-12-06 20:27:44,753 News update for helo has been scheduled
INFO: 2021-12-06 20:27:44,755 Covid update for helo has been scheduled
INFO: 2021-12-06 20:27:44,755 127.0.0.1 - - [06/Dec/2021 20:27:44] "GET /index?update=20%3A31&two=helo&covid-data=covid-data&news=news HTTP/1.1" 200 -
INFO: 2021-12-06 20:27:44,835 127.0.0.1 - - [06/Dec/2021 20:27:44] "[36mGET /static/images/cvd.jpg HTTP/1.1[0m" 304 -
INFO: 2021-12-06 20:27:49,734 Update with update name helo has been removed
INFO: 2021-12-06 20:27:49,735 Cancelling covid update for update helo
INFO: 2021-12-06 20:27:49,735 Cancelling news update for update helo
INFO: 2021-12-06 20:27:49,737 127.0.0.1 - - [06/Dec/2021 20:27:49] "GET /index?update_item=helo HTTP/1.1" 200 -
INFO: 2021-12-06 20:27:49,789 127.0.0.1 - - [06/Dec/2021 20:27:49] "[36mGET /static/images/cvd.jpg HTTP/1.1[0m" 304 -
DEBUG: 2021-12-06 20:28:31,174 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-06 20:28:31,659 https://newsapi.org:443 "GET /v2/top-headlines?q=Covid&language=en&country=gb HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:28:31,666 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-06 20:28:31,906 https://newsapi.org:443 "GET /v2/everything?q=coronavirus%20covid-19%20covid&from=2021-12-06&sortBy=popularity&apiKey=ecbdfbfe82f94e44a2cb69d8c3f0e310 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:28:32,298 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:28:32,437 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:28:32,443 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:28:32,553 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG: 2021-12-06 20:28:32,559 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-06 20:28:32,683 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%2C%22cumDeathsByPublishDate%22%3A%22cumDeathsByPublishDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-06 20:28:32,690 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
